producto,cantidad,valor_unitario,fecha,dia_semana,estacion,cantidad_log
JARABE DE BLUE CURACAO TASKY,6.0,9.87,2024-08-27,Martes,invierno,1.9459101490553132
JARABE DE GRANADA TASKY,3.0,9.87,2024-08-27,Martes,invierno,1.3862943611198906
PULPA DE PIÑA,8.0,9.8,2024-08-28,Miércoles,invierno,2.1972245773362196
PULPA DE MANGO,8.0,10.8,2024-08-28,Miércoles,invierno,2.1972245773362196
PULPA DE FRESA,8.0,8.8,2024-08-28,Miércoles,invierno,2.1972245773362196
JARABE DE FRAMBUESA TASKY,7.0,14.7,2024-08-28,Miércoles,invierno,2.0794415416798357
JARABE DE GRANADA TASKY,4.0,9.87,2024-08-28,Miércoles,invierno,1.6094379124341003
JARABE DE GUAYABA TASKY,5.0,9.66,2024-08-28,Miércoles,invierno,1.791759469228055
JARABE DE MANZANA TASKY,6.0,9.87,2024-08-28,Miércoles,invierno,1.9459101490553132
ZUMO DE LIMON CONGELADO,16.0,12.5,2024-08-28,Miércoles,invierno,2.833213344056216
PULPA DE MARACUYA,8.0,11.0,2024-08-28,Miércoles,invierno,2.1972245773362196
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-08-28,Miércoles,invierno,2.5649493574615367
COMPOTA DE FRESA BALDE,9.6,9.6875,2024-08-28,Miércoles,invierno,2.3608540011180215
JARABE DE GRANADINA TASKY,2.0,8.61,2024-08-28,Miércoles,invierno,1.0986122886681098
JARABE DE FRAMBUESA TASKY,4.0,14.7,2024-08-28,Miércoles,invierno,1.6094379124341003
PULPA CONGELADA DE LIMA,8.0,12.0,2024-08-28,Miércoles,invierno,2.1972245773362196
JARABE DE FRAMBUESA TASKY,2.0,14.7,2024-08-28,Miércoles,invierno,1.0986122886681098
JARABE DE GRANADA TASKY,1.0,9.87,2024-08-28,Miércoles,invierno,0.6931471805599453
JARABE DE MANZANA TASKY,5.0,9.87,2024-08-28,Miércoles,invierno,1.791759469228055
PULPA CONGELADA DE LIMA,8.0,12.0,2024-08-28,Miércoles,invierno,2.1972245773362196
JARABE DE GUAYABA TASKY,10.0,9.66,2024-08-28,Miércoles,invierno,2.3978952727983707
JARABE DE MANZANA TASKY,6.0,9.87,2024-08-28,Miércoles,invierno,1.9459101490553132
JARABE DE FRAMBUESA TASKY,6.0,14.7,2024-08-28,Miércoles,invierno,1.9459101490553132
JARABE DE GUAYABA TASKY,4.0,9.66,2024-08-28,Miércoles,invierno,1.6094379124341003
JARABE DE MANZANA TASKY,2.0,9.87,2024-08-28,Miércoles,invierno,1.0986122886681098
JARABE DE BLUE CURACAO TASKY,6.0,9.87,2024-08-28,Miércoles,invierno,1.9459101490553132
PULPA CONGELADA DE LIMA,16.0,12.0,2024-08-28,Miércoles,invierno,2.833213344056216
JARABE DE FRAMBUESA TASKY,4.0,14.7,2024-08-28,Miércoles,invierno,1.6094379124341003
JARABE DE GUAYABA TASKY,4.0,9.66,2024-08-28,Miércoles,invierno,1.6094379124341003
JARABE DE MANZANA TASKY,3.0,9.87,2024-08-28,Miércoles,invierno,1.3862943611198906
JARABE DE MANZANA TASKY,2.0,9.87,2024-08-28,Miércoles,invierno,1.0986122886681098
JARABE DE GUAYABA TASKY,3.0,9.66,2024-08-28,Miércoles,invierno,1.3862943611198906
JARABE DE FRAMBUESA TASKY,10.0,14.7,2024-08-28,Miércoles,invierno,2.3978952727983707
COMPOTA DE FRESA BALDE,19.2,9.6875,2024-08-28,Miércoles,invierno,3.005682604407159
JARABE DE GUAYABA TASKY,2.0,9.66,2024-08-28,Miércoles,invierno,1.0986122886681098
PULPA CONGELADA DE LIMA,24.0,12.0,2024-08-28,Miércoles,invierno,3.2188758248682006
JARABE DE MANZANA TASKY,5.0,9.87,2024-08-28,Miércoles,invierno,1.791759469228055
PULPA CONGELADA DE LIMA,8.0,12.0,2024-08-28,Miércoles,invierno,2.1972245773362196
PULPA CONGELADA DE LIMA,8.0,12.0,2024-08-28,Miércoles,invierno,2.1972245773362196
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-08-28,Miércoles,invierno,2.5649493574615367
JARABE DE MANZANA TASKY,6.0,9.87,2024-08-28,Miércoles,invierno,1.9459101490553132
JARABE DE GUAYABA TASKY,6.0,9.66,2024-08-28,Miércoles,invierno,1.9459101490553132
JARABE DE GRANADA TASKY,3.0,9.87,2024-08-28,Miércoles,invierno,1.3862943611198906
JARABE DE FRAMBUESA TASKY,10.0,14.7,2024-08-28,Miércoles,invierno,2.3978952727983707
JARABE DE FRAMBUESA TASKY,3.0,14.7,2024-08-28,Miércoles,invierno,1.3862943611198906
PULPA CONGELADA DE LIMA,24.0,12.0,2024-08-28,Miércoles,invierno,3.2188758248682006
JARABE DE MANZANA TASKY,3.0,9.87,2024-08-28,Miércoles,invierno,1.3862943611198906
JARABE DE GUAYABA TASKY,2.0,9.66,2024-08-28,Miércoles,invierno,1.0986122886681098
JARABE DE FRAMBUESA TASKY,3.0,14.7,2024-08-28,Miércoles,invierno,1.3862943611198906
PULPA DE MARACUYA,32.0,11.0,2024-09-02,Lunes,primavera,3.4965075614664802
ZUMO DE LIMON CONGELADO,64.0,11.0,2024-09-02,Lunes,primavera,4.174387269895637
ZUMO DE LIMON CONGELADO,48.0,9.5,2024-09-02,Lunes,primavera,3.8918202981106265
JARABE DE MANZANA TASKY,4.0,9.87,2024-09-03,Martes,primavera,1.6094379124341003
JARABE DE GUAYABA TASKY,6.0,9.66,2024-09-03,Martes,primavera,1.9459101490553132
JARABE DE FRAMBUESA TASKY,6.0,14.7,2024-09-03,Martes,primavera,1.9459101490553132
JARABE DE GRANADA TASKY,6.0,12.4,2024-09-04,Miércoles,primavera,1.9459101490553132
JARABE DE MANZANA TASKY,3.0,12.5,2024-09-04,Miércoles,primavera,1.3862943611198906
JARABE DE FRAMBUESA TASKY,6.0,16.0,2024-09-04,Miércoles,primavera,1.9459101490553132
JARABE DE MANZANA TASKY,12.0,9.87,2024-09-04,Miércoles,primavera,2.5649493574615367
JARABE DE GRANADA TASKY,4.0,9.87,2024-09-04,Miércoles,primavera,1.6094379124341003
JARABE DE GUAYABA TASKY,4.0,9.66,2024-09-04,Miércoles,primavera,1.6094379124341003
JARABE DE MANZANA TASKY,6.0,9.87,2024-09-04,Miércoles,primavera,1.9459101490553132
PULPA CONGELADA DE LIMA,16.0,12.0,2024-09-04,Miércoles,primavera,2.833213344056216
PULPA CONGELADA DE LIMA,8.0,12.0,2024-09-04,Miércoles,primavera,2.1972245773362196
JARABE DE FRAMBUESA TASKY,4.0,14.7,2024-09-04,Miércoles,primavera,1.6094379124341003
JARABE DE GUAYABA TASKY,4.0,9.66,2024-09-04,Miércoles,primavera,1.6094379124341003
JARABE DE GOMA TASKY,4.0,9.5,2024-09-04,Miércoles,primavera,1.6094379124341003
JARABE DE FRAMBUESA TASKY,10.0,14.7,2024-09-04,Miércoles,primavera,2.3978952727983707
JARABE DE GRANADINA TASKY,10.0,10.5,2024-09-04,Miércoles,primavera,2.3978952727983707
JARABE DE MANZANA TASKY,6.0,9.87,2024-09-04,Miércoles,primavera,1.9459101490553132
COMPOTA DE FRESA BALDE,24.0,9.6875,2024-09-04,Miércoles,primavera,3.2188758248682006
COMPOTA DE FRESA BALDE,9.6,9.6875,2024-09-04,Miércoles,primavera,2.3608540011180215
ZUMO DE LIMON CONGELADO,8.0,10.0,2024-09-04,Miércoles,primavera,2.1972245773362196
JARABE DE BLUE CURACAO TASKY,6.0,9.87,2024-09-04,Miércoles,primavera,1.9459101490553132
JARABE DE MANZANA TASKY,4.0,9.87,2024-09-04,Miércoles,primavera,1.6094379124341003
JARABE DE GRANADA TASKY,2.0,9.87,2024-09-04,Miércoles,primavera,1.0986122886681098
JARABE DE FRAMBUESA TASKY,4.0,14.7,2024-09-04,Miércoles,primavera,1.6094379124341003
JARABE DE GUAYABA TASKY,6.0,9.66,2024-09-04,Miércoles,primavera,1.9459101490553132
JARABE DE MANZANA TASKY,1.0,9.87,2024-09-04,Miércoles,primavera,0.6931471805599453
JARABE DE GRANADINA TASKY,2.0,8.61,2024-09-04,Miércoles,primavera,1.0986122886681098
JARABE DE FRAMBUESA TASKY,6.0,14.7,2024-09-04,Miércoles,primavera,1.9459101490553132
JARABE DE GUAYABA TASKY,3.0,9.66,2024-09-04,Miércoles,primavera,1.3862943611198906
JARABE DE GRANADA TASKY,2.0,9.87,2024-09-04,Miércoles,primavera,1.0986122886681098
JARABE DE MANZANA TASKY,4.0,9.87,2024-09-04,Miércoles,primavera,1.6094379124341003
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-09-04,Miércoles,primavera,2.5649493574615367
PULPA CONGELADA DE LIMA,8.0,12.0,2024-09-04,Miércoles,primavera,2.1972245773362196
JARABE DE FRAMBUESA TASKY,2.0,14.7,2024-09-04,Miércoles,primavera,1.0986122886681098
JARABE DE GRANADA TASKY,1.0,9.87,2024-09-04,Miércoles,primavera,0.6931471805599453
JARABE DE GUAYABA TASKY,2.0,9.66,2024-09-04,Miércoles,primavera,1.0986122886681098
JARABE DE MANZANA TASKY,2.0,9.87,2024-09-04,Miércoles,primavera,1.0986122886681098
JARABE DE FRAMBUESA TASKY,6.0,14.7,2024-09-04,Miércoles,primavera,1.9459101490553132
PULPA CONGELADA DE LIMA,16.0,12.0,2024-09-05,Jueves,primavera,2.833213344056216
JARABE DE GRANADA TASKY,3.0,9.87,2024-09-05,Jueves,primavera,1.3862943611198906
PULPA CONGELADA DE LIMA,16.0,12.0,2024-09-05,Jueves,primavera,2.833213344056216
JARABE DE FRAMBUESA TASKY,4.0,14.7,2024-09-05,Jueves,primavera,1.6094379124341003
JARABE DE GRANADA TASKY,1.0,9.87,2024-09-05,Jueves,primavera,0.6931471805599453
JARABE DE GUAYABA TASKY,2.0,9.66,2024-09-05,Jueves,primavera,1.0986122886681098
PULPA CONGELADA DE LIMA,64.0,12.0,2024-09-05,Jueves,primavera,4.174387269895637
JARABE DE MANZANA TASKY,4.0,9.87,2024-09-05,Jueves,primavera,1.6094379124341003
JARABE DE GUAYABA TASKY,2.0,9.66,2024-09-10,Martes,primavera,1.0986122886681098
JARABE DE FRAMBUESA TASKY,4.0,14.7,2024-09-10,Martes,primavera,1.6094379124341003
JARABE DE MANZANA TASKY,4.0,9.87,2024-09-10,Martes,primavera,1.6094379124341003
PULPA CONGELADA DE LIMA,16.0,12.0,2024-09-10,Martes,primavera,2.833213344056216
JARABE DE FRAMBUESA TASKY,6.0,14.7,2024-09-10,Martes,primavera,1.9459101490553132
JARABE DE GRANADA TASKY,4.0,9.87,2024-09-10,Martes,primavera,1.6094379124341003
JARABE DE MANZANA TASKY,6.0,9.87,2024-09-10,Martes,primavera,1.9459101490553132
JARABE DE MANZANA TASKY,2.0,9.87,2024-09-10,Martes,primavera,1.0986122886681098
JARABE DE GRANADA TASKY,3.0,9.87,2024-09-10,Martes,primavera,1.3862943611198906
JARABE DE GRANADINA TASKY,3.0,8.61,2024-09-10,Martes,primavera,1.3862943611198906
JARABE DE MANZANA TASKY,5.0,9.87,2024-09-10,Martes,primavera,1.791759469228055
JARABE DE GUAYABA TASKY,3.0,9.66,2024-09-10,Martes,primavera,1.3862943611198906
JARABE DE FRAMBUESA TASKY,6.0,14.7,2024-09-10,Martes,primavera,1.9459101490553132
JARABE DE GRANADA TASKY,13.0,9.87,2024-09-10,Martes,primavera,2.6390573296152584
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-09-10,Martes,primavera,2.5649493574615367
JARABE DE FRAMBUESA TASKY,3.0,14.7,2024-09-10,Martes,primavera,1.3862943611198906
PULPA CONGELADA DE LIMA,8.0,12.0,2024-09-10,Martes,primavera,2.1972245773362196
JARABE DE GRANADINA TASKY,2.0,8.61,2024-09-10,Martes,primavera,1.0986122886681098
JARABE DE MANZANA TASKY,5.0,9.87,2024-09-10,Martes,primavera,1.791759469228055
PULPA CONGELADA DE LIMA,16.0,12.0,2024-09-11,Miércoles,primavera,2.833213344056216
COMPOTA DE FRESA BALDE,9.6,9.6875,2024-09-11,Miércoles,primavera,2.3608540011180215
COMPOTA DE FRESA BALDE,14.399999999999999,9.6875,2024-09-11,Miércoles,primavera,2.734367509419583
COMPOTA DE ARANDANOS BALDE,5.0,12.3,2024-09-11,Miércoles,primavera,1.791759469228055
JARABE DE FRAMBUESA TASKY,4.0,14.7,2024-09-11,Miércoles,primavera,1.6094379124341003
JARABE DE GRANADINA TASKY,4.0,8.61,2024-09-11,Miércoles,primavera,1.6094379124341003
PULPA CONGELADA DE LIMA,8.0,12.0,2024-09-11,Miércoles,primavera,2.1972245773362196
PULPA CONGELADA DE LIMA,24.0,12.0,2024-09-11,Miércoles,primavera,3.2188758248682006
JARABE DE GRANADA TASKY,3.0,9.87,2024-09-11,Miércoles,primavera,1.3862943611198906
JARABE DE MANZANA TASKY,10.0,9.87,2024-09-11,Miércoles,primavera,2.3978952727983707
JARABE DE GRANADINA TASKY,6.0,8.61,2024-09-11,Miércoles,primavera,1.9459101490553132
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-09-11,Miércoles,primavera,2.5649493574615367
JARABE DE FRAMBUESA TASKY,3.0,14.7,2024-09-11,Miércoles,primavera,1.3862943611198906
JARABE DE MANZANA TASKY,1.0,9.87,2024-09-11,Miércoles,primavera,0.6931471805599453
JARABE DE BLUE CURACAO TASKY,6.0,9.87,2024-09-11,Miércoles,primavera,1.9459101490553132
PULPA CONGELADA DE LIMA,32.0,12.0,2024-09-11,Miércoles,primavera,3.4965075614664802
JARABE DE FRAMBUESA TASKY,10.0,14.7,2024-09-11,Miércoles,primavera,2.3978952727983707
JARABE DE FRAMBUESA TASKY,4.0,14.7,2024-09-11,Miércoles,primavera,1.6094379124341003
JARABE DE MANZANA TASKY,3.0,9.87,2024-09-11,Miércoles,primavera,1.3862943611198906
JARABE DE GRANADINA TASKY,1.0,8.61,2024-09-11,Miércoles,primavera,0.6931471805599453
PULPA CONGELADA DE LIMA,16.0,12.0,2024-09-11,Miércoles,primavera,2.833213344056216
PULPA CONGELADA DE LIMA,16.0,12.0,2024-09-11,Miércoles,primavera,2.833213344056216
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-09-11,Miércoles,primavera,2.5649493574615367
JARABE DE GUAYABA TASKY,5.0,9.66,2024-09-11,Miércoles,primavera,1.791759469228055
JARABE DE GRANADA TASKY,2.0,9.87,2024-09-11,Miércoles,primavera,1.0986122886681098
JARABE DE FRAMBUESA TASKY,10.0,14.7,2024-09-11,Miércoles,primavera,2.3978952727983707
PULPA CONGELADA DE LIMA,16.0,12.0,2024-09-11,Miércoles,primavera,2.833213344056216
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-09-11,Miércoles,primavera,2.5649493574615367
JARABE DE GUAYABA TASKY,2.0,9.66,2024-09-11,Miércoles,primavera,1.0986122886681098
JARABE DE GUAYABA TASKY,4.0,9.66,2024-09-11,Miércoles,primavera,1.6094379124341003
PULPA DE MARACUYA,16.0,11.0,2024-09-12,Jueves,primavera,2.833213344056216
JARABE DE MANZANA TASKY,4.0,14.0,2024-09-17,Martes,primavera,1.6094379124341003
JARABE DE GRANADA TASKY,2.0,9.87,2024-09-18,Miércoles,primavera,1.0986122886681098
COMPOTA DE FRESA BALDE,9.6,9.6875,2024-09-18,Miércoles,primavera,2.3608540011180215
COMPOTA DE FRESA BALDE,9.6,9.6875,2024-09-18,Miércoles,primavera,2.3608540011180215
PULPA DE FRESA,8.0,8.8,2024-09-18,Miércoles,primavera,2.1972245773362196
JARABE DE GRANADA TASKY,2.0,9.87,2024-09-18,Miércoles,primavera,1.0986122886681098
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-09-18,Miércoles,primavera,2.5649493574615367
JARABE DE MANZANA TASKY,3.0,9.87,2024-09-18,Miércoles,primavera,1.3862943611198906
JARABE DE GUAYABA TASKY,6.0,9.66,2024-09-18,Miércoles,primavera,1.9459101490553132
JARABE DE GRANADA TASKY,6.0,9.87,2024-09-18,Miércoles,primavera,1.9459101490553132
JARABE DE MANZANA TASKY,8.0,9.87,2024-09-18,Miércoles,primavera,2.1972245773362196
JARABE DE BLUE CURACAO TASKY,6.0,9.87,2024-09-18,Miércoles,primavera,1.9459101490553132
JARABE DE MANZANA TASKY,4.0,9.87,2024-09-18,Miércoles,primavera,1.6094379124341003
JARABE DE GRANADINA TASKY,1.0,8.61,2024-09-18,Miércoles,primavera,0.6931471805599453
JARABE DE MANZANA TASKY,6.0,9.87,2024-09-18,Miércoles,primavera,1.9459101490553132
JARABE DE GUAYABA TASKY,1.0,9.66,2024-09-18,Miércoles,primavera,0.6931471805599453
JARABE DE MANZANA TASKY,3.0,9.87,2024-09-18,Miércoles,primavera,1.3862943611198906
JARABE DE GUAYABA TASKY,6.0,9.66,2024-09-18,Miércoles,primavera,1.9459101490553132
JARABE DE MANZANA TASKY,12.0,9.87,2024-09-18,Miércoles,primavera,2.5649493574615367
JARABE DE MANZANA TASKY,2.0,9.87,2024-09-18,Miércoles,primavera,1.0986122886681098
ZUMO DE LIMON CONGELADO,50.0,10.0,2024-09-19,Jueves,primavera,3.9318256327243257
JARABE DE MANZANA TASKY,1.0,9.87,2024-09-19,Jueves,primavera,0.6931471805599453
JARABE DE MANZANA TASKY,3.0,9.87,2024-09-19,Jueves,primavera,1.3862943611198906
JARABE DE GUAYABA TASKY,3.0,9.66,2024-09-19,Jueves,primavera,1.3862943611198906
JARABE DE BLUE CURACAO TASKY,6.0,9.87,2024-09-19,Jueves,primavera,1.9459101490553132
JARABE DE MANZANA TASKY,4.0,9.87,2024-09-19,Jueves,primavera,1.6094379124341003
JARABE DE GUAYABA TASKY,4.0,9.66,2024-09-19,Jueves,primavera,1.6094379124341003
JARABE DE GUAYABA TASKY,3.0,9.66,2024-09-19,Jueves,primavera,1.3862943611198906
JARABE DE GRANADINA TASKY,2.0,8.61,2024-09-19,Jueves,primavera,1.0986122886681098
JARABE DE GRANADINA TASKY,3.0,8.61,2024-09-19,Jueves,primavera,1.3862943611198906
JARABE DE GRANADA TASKY,2.0,9.87,2024-09-19,Jueves,primavera,1.0986122886681098
JARABE DE GRANADA TASKY,2.0,12.4,2024-09-23,Lunes,primavera,1.0986122886681098
JARABE DE FRAMBUESA TASKY,12.0,16.0,2024-09-23,Lunes,primavera,2.5649493574615367
JARABE DE MANZANA TASKY,2.0,12.5,2024-09-23,Lunes,primavera,1.0986122886681098
JARABE DE GRANADINA TASKY,12.0,10.5,2024-09-23,Lunes,primavera,2.5649493574615367
JARABE DE GOMA TASKY,5.0,9.5,2024-09-23,Lunes,primavera,1.791759469228055
JARABE DE GUAYABA TASKY,3.0,12.5,2024-09-23,Lunes,primavera,1.3862943611198906
ZUMO DE LIMON CONGELADO,32.0,12.0,2024-09-24,Martes,primavera,3.4965075614664802
ZUMO DE LIMON CONGELADO,16.0,11.0,2024-09-24,Martes,primavera,2.833213344056216
PULPA DE MARACUYA,24.0,11.5,2024-09-26,Jueves,primavera,3.2188758248682006
COMPOTA DE FRESA BALDE,19.2,9.6875,2024-09-26,Jueves,primavera,3.005682604407159
COMPOTA DE FRESA BALDE,9.6,9.6875,2024-09-26,Jueves,primavera,2.3608540011180215
ZUMO DE LIMON CONGELADO,8.0,12.0,2024-09-26,Jueves,primavera,2.1972245773362196
PULPA DE FRESA,32.0,8.8,2024-09-26,Jueves,primavera,3.4965075614664802
ZUMO DE LIMON CONGELADO,8.0,10.0,2024-09-26,Jueves,primavera,2.1972245773362196
ZUMO DE LIMON CONGELADO,40.0,12.0,2024-09-26,Jueves,primavera,3.713572066704308
PULPA DE MANGO,8.0,10.8,2024-09-26,Jueves,primavera,2.1972245773362196
JARABE DE GUAYABA TASKY,12.0,9.66,2024-09-26,Jueves,primavera,2.5649493574615367
JARABE DE GRANADINA TASKY,5.0,8.61,2024-09-26,Jueves,primavera,1.791759469228055
PULPA DE MANGO,8.0,10.8,2024-09-26,Jueves,primavera,2.1972245773362196
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-09-26,Jueves,primavera,2.5649493574615367
JARABE DE GRANADINA TASKY,3.0,8.61,2024-09-26,Jueves,primavera,1.3862943611198906
JARABE DE GRANADINA TASKY,3.0,8.61,2024-09-26,Jueves,primavera,1.3862943611198906
JARABE DE MANZANA TASKY,3.0,9.87,2024-09-26,Jueves,primavera,1.3862943611198906
JARABE DE BLUE CURACAO TASKY,6.0,9.87,2024-09-26,Jueves,primavera,1.9459101490553132
JARABE DE GRANADINA TASKY,1.0,8.61,2024-09-26,Jueves,primavera,0.6931471805599453
JARABE DE MANZANA TASKY,6.0,9.87,2024-09-26,Jueves,primavera,1.9459101490553132
JARABE DE BLUE CURACAO TASKY,6.0,9.87,2024-09-26,Jueves,primavera,1.9459101490553132
JARABE DE MANZANA TASKY,6.0,9.87,2024-09-26,Jueves,primavera,1.9459101490553132
JARABE DE MANZANA TASKY,6.0,9.87,2024-09-26,Jueves,primavera,1.9459101490553132
JARABE DE GRANADA TASKY,10.0,9.87,2024-09-26,Jueves,primavera,2.3978952727983707
JARABE DE GRANADA TASKY,3.0,9.87,2024-09-26,Jueves,primavera,1.3862943611198906
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-09-26,Jueves,primavera,2.5649493574615367
JARABE DE BLUE CURACAO TASKY,6.0,9.87,2024-09-26,Jueves,primavera,1.9459101490553132
JARABE DE GRANADINA TASKY,2.0,8.61,2024-09-26,Jueves,primavera,1.0986122886681098
JARABE DE MANZANA TASKY,5.0,9.87,2024-09-26,Jueves,primavera,1.791759469228055
JARABE DE GRANADA TASKY,2.0,9.87,2024-09-26,Jueves,primavera,1.0986122886681098
JARABE DE GUAYABA TASKY,5.0,9.66,2024-09-26,Jueves,primavera,1.791759469228055
JARABE DE BLUE CURACAO TASKY,6.0,9.87,2024-09-26,Jueves,primavera,1.9459101490553132
PULPA DE MARACUYA,24.0,14.0,2024-09-27,Viernes,primavera,3.2188758248682006
JARABE DE MANZANA TASKY,2.0,9.87,2024-10-01,Martes,primavera,1.0986122886681098
JARABE DE GUAYABA TASKY,2.0,9.66,2024-10-01,Martes,primavera,1.0986122886681098
JARABE DE GRANADA TASKY,2.0,9.87,2024-10-01,Martes,primavera,1.0986122886681098
JARABE DE BLUE CURACAO TASKY,6.0,9.87,2024-10-01,Martes,primavera,1.9459101490553132
JARABE DE MANZANA TASKY,3.0,9.87,2024-10-01,Martes,primavera,1.3862943611198906
JARABE DE GUAYABA TASKY,2.0,9.66,2024-10-01,Martes,primavera,1.0986122886681098
JARABE DE GRANADA TASKY,4.0,9.87,2024-10-02,Miércoles,primavera,1.6094379124341003
JARABE DE GRANADA TASKY,6.0,9.87,2024-10-02,Miércoles,primavera,1.9459101490553132
JARABE DE GUAYABA TASKY,2.0,9.66,2024-10-02,Miércoles,primavera,1.0986122886681098
JARABE DE GUAYABA TASKY,3.0,9.66,2024-10-02,Miércoles,primavera,1.3862943611198906
JARABE DE MANZANA TASKY,3.0,9.87,2024-10-02,Miércoles,primavera,1.3862943611198906
JARABE DE GRANADA TASKY,6.0,9.87,2024-10-02,Miércoles,primavera,1.9459101490553132
JARABE DE MANZANA TASKY,5.0,9.87,2024-10-02,Miércoles,primavera,1.791759469228055
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-10-02,Miércoles,primavera,2.5649493574615367
PULPA DE FRESA,16.0,8.8,2024-10-02,Miércoles,primavera,2.833213344056216
PULPA DE PIÑA,8.0,9.8,2024-10-02,Miércoles,primavera,2.1972245773362196
COMPOTA DE FRESA BALDE,19.2,9.6875,2024-10-02,Miércoles,primavera,3.005682604407159
COMPOTA DE FRESA BALDE,19.2,9.6875,2024-10-02,Miércoles,primavera,3.005682604407159
JARABE DE GRANADINA TASKY,3.0,8.61,2024-10-02,Miércoles,primavera,1.3862943611198906
JARABE DE MANZANA TASKY,6.0,9.87,2024-10-02,Miércoles,primavera,1.9459101490553132
JARABE DE GUAYABA TASKY,3.0,9.66,2024-10-02,Miércoles,primavera,1.3862943611198906
JARABE DE GRANADA TASKY,3.0,9.87,2024-10-02,Miércoles,primavera,1.3862943611198906
JARABE DE MANZANA TASKY,6.0,9.87,2024-10-02,Miércoles,primavera,1.9459101490553132
JARABE DE GRANADA TASKY,2.0,9.87,2024-10-02,Miércoles,primavera,1.0986122886681098
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-10-02,Miércoles,primavera,2.5649493574615367
JARABE DE MANZANA TASKY,2.0,9.87,2024-10-02,Miércoles,primavera,1.0986122886681098
JARABE DE GUAYABA TASKY,10.0,9.66,2024-10-02,Miércoles,primavera,2.3978952727983707
JARABE DE GRANADA TASKY,3.0,9.87,2024-10-02,Miércoles,primavera,1.3862943611198906
JARABE DE GUAYABA TASKY,3.0,9.66,2024-10-02,Miércoles,primavera,1.3862943611198906
JARABE DE MANZANA TASKY,10.0,9.87,2024-10-02,Miércoles,primavera,2.3978952727983707
JARABE DE GUAYABA TASKY,1.0,9.66,2024-10-02,Miércoles,primavera,0.6931471805599453
JARABE DE GRANADA TASKY,5.0,9.87,2024-10-02,Miércoles,primavera,1.791759469228055
JARABE DE MANZANA TASKY,3.0,9.87,2024-10-02,Miércoles,primavera,1.3862943611198906
ZUMO DE LIMON CONGELADO,16.0,12.5,2024-10-03,Jueves,primavera,2.833213344056216
JARABE DE GRANADINA TASKY,1.0,8.61,2024-10-03,Jueves,primavera,0.6931471805599453
JARABE DE MANZANA TASKY,4.0,9.87,2024-10-03,Jueves,primavera,1.6094379124341003
JARABE DE GUAYABA TASKY,3.0,9.66,2024-10-03,Jueves,primavera,1.3862943611198906
JARABE DE GRANADA TASKY,1.0,9.87,2024-10-03,Jueves,primavera,0.6931471805599453
JARABE DE GRANADINA TASKY,2.0,8.61,2024-10-09,Miércoles,primavera,1.0986122886681098
JARABE DE GUAYABA TASKY,4.0,9.66,2024-10-09,Miércoles,primavera,1.6094379124341003
JARABE DE GRANADA TASKY,2.0,9.87,2024-10-09,Miércoles,primavera,1.0986122886681098
JARABE DE GUAYABA TASKY,3.0,9.66,2024-10-09,Miércoles,primavera,1.3862943611198906
PULPA DE PIÑA,8.0,9.8,2024-10-09,Miércoles,primavera,2.1972245773362196
JARABE DE MANZANA TASKY,10.0,9.87,2024-10-09,Miércoles,primavera,2.3978952727983707
COMPOTA DE FRESA BALDE,9.6,9.6875,2024-10-09,Miércoles,primavera,2.3608540011180215
COMPOTA DE FRESA BALDE,14.399999999999999,9.6875,2024-10-09,Miércoles,primavera,2.734367509419583
JARABE DE GUAYABA TASKY,6.0,9.66,2024-10-09,Miércoles,primavera,1.9459101490553132
JARABE DE GRANADA TASKY,4.0,9.87,2024-10-09,Miércoles,primavera,1.6094379124341003
JARABE DE MANZANA TASKY,6.0,9.87,2024-10-09,Miércoles,primavera,1.9459101490553132
JARABE DE MANZANA TASKY,6.0,9.87,2024-10-09,Miércoles,primavera,1.9459101490553132
JARABE DE GRANADA TASKY,3.0,9.87,2024-10-09,Miércoles,primavera,1.3862943611198906
JARABE DE GRANADA TASKY,2.0,9.87,2024-10-09,Miércoles,primavera,1.0986122886681098
JARABE DE GRANADINA TASKY,1.0,8.61,2024-10-09,Miércoles,primavera,0.6931471805599453
JARABE DE GRANADA TASKY,1.0,9.87,2024-10-09,Miércoles,primavera,0.6931471805599453
JARABE DE MANZANA TASKY,4.0,9.87,2024-10-09,Miércoles,primavera,1.6094379124341003
JARABE DE GUAYABA TASKY,3.0,9.66,2024-10-09,Miércoles,primavera,1.3862943611198906
JARABE DE GRANADA TASKY,2.0,9.87,2024-10-09,Miércoles,primavera,1.0986122886681098
JARABE DE BLUE CURACAO TASKY,3.0,9.87,2024-10-09,Miércoles,primavera,1.3862943611198906
